"NAME","TYPE","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","PHONE","WEBSITE","INDUSTRY","OWNERSHIP","NUMBEROFEMPLOYEES","RATING","DESCRIPTION","Supplier_Company_Id__c"
"Test acc 145","Technology Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",21359,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",0,"MX","MNI921016FAA","www.Test acc 145.com","Environmental","Private",2342,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1613
"Test acc 1450","Other","1301 Hoch Drive","MEXICO","MX-MX",21386,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",0,"MX","MML971125B76","www.Test acc 1450.com","Finance","Subsidiary",4,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1614
"Test acc 1451","Prospect","2 Place Jussieu","MEXICO","MX-MX",21397,"MX","DHE010828K6A","MEXICO","MX-MX",0,"MX","MMI970625GV3","www.Test acc 1451.com","Food & Beverage","Other",234,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1615
"Test acc 1452","Customer - Direct","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",21399,"MX","CES081007NE0","MEXICO","MX-MX",0,"MX","MME9707311V5","www.Test acc 1452.com","Government","Public",23,"Warm","Commerical logistics and transportation company.",1616
"Test acc 1453","Customer - Channel","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-MX",21399,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",0,"MX","MLJ020220KR0","www.Test acc 1453.com","Healthcare","Private",45,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1617
"Test acc 1454","Channel Partner / Reseller","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",21430,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",0,"MX","MIYO5302108C5","www.Test acc 1454.com","Hospitality","Subsidiary",234,"Warm","World's third largest oil and gas company.",1618
"Test acc 1455","Installation Partner","525 S. Lexington Ave","MEXICO","MX-MX",21601,"US","1301 Hoch Drive","MEXICO","MX-MX",0,"MX","MIRC671118MBA","www.Test acc 1455.com","Insurance","Other",52,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1619
"Test acc 1456","Technology Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",21601,"US","2 Place Jussieu","MEXICO","MX-MX",0,"MX","MIN9311302S5","www.Test acc 1456.com","Machinery","Public",345,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1620
"Test acc 1457","Other","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-MX",21700,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",0,"MX","MIN0906197R9","www.Test acc 1457.com","Manufacturing","Private",23,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1621
"Test acc 1458","Prospect","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MEXICO","MX-MX",22000,"MX","Test acc 2157","MEXICO","MX-MX",0,"MX","MIM931105DA4","www.Test acc 1458.com","Media","Subsidiary",45,"Hot","Commerical logistics and transportation company.",1622
"Test acc 1459","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",22010,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",0,"MX","MILR830718248","www.Test acc 1459.com","Not For Profit","Other",234,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1623
"Test acc 146","Customer - Channel","The Landmark @ One Market","MEXICO","MX-MX",22114,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",0,"MX","MIL8411124T9","www.Test acc 146.com","Recreation","Public",5,"Cold","World's third largest oil and gas company.",1624
"Test acc 1460","Channel Partner / Reseller","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",22123,"MX","DHE010828K6A","MEXICO","MX-MX",0,"MX","MIL120202IL4","www.Test acc 1460.com","Retail","Private",4634,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1625
"Test acc 1461","Installation Partner","1301 Hoch Drive","MEXICO","MX-MX",22210,"MX","CES081007NE0","MEXICO","MX-MX",0,"MX","MIK890517B70","www.Test acc 1461.com","Shipping","Subsidiary",56,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1626
"Test acc 1462","Technology Partner","2 Place Jussieu","MEXICO","MX-MX",22222,"HK","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",0,"MX","MIGB540211CR1","www.Test acc 1462.com","Technology","Other",45,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1627
"Test acc 1463","Other","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",22222,"US","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",0,"MX","MIC080401GV9","www.Test acc 1463.com","Telecommunications","Public",63,"Cold","Commerical logistics and transportation company.",1628
"Test acc 1464","Prospect","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-MX",22236,"MX","1301 Hoch Drive","MEXICO","MX-MX",0,"MX","MGR060614N78","www.Test acc 1464.com","Transportation","Private",46,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1629
"Test acc 1465","Customer - Direct","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",22236,"MX","2 Place Jussieu","MEXICO","MX-MX",0,"MX","MFP020306LT2","www.Test acc 1465.com","Utilities","Subsidiary",234,"Hot","World's third largest oil and gas company.",1630
"Test acc 1466","Customer - Channel","525 S. Lexington Ave","MEXICO","MX-MX",22410,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",0,"MX","MFO100209SK9","www.Test acc 1466.com","Other","Other",52345,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1631
"Test acc 1467","Channel Partner / Reseller","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",22420,"MX","Test acc 2157","MEXICO","MX-MX",0,"MX","MESM741231SD4","www.Test acc 1467.com","Agriculture","Public",23,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1632
"Test acc 1468","Installation Partner","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-MX",22450,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",0,"MX","MERL671103SS2","www.Test acc 1468.com","Apparel","Private",45,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1633
"Test acc 1469","Technology Partner","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MEXICO","MX-MX",22455,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",0,"MX","MEPG820514P48","www.Test acc 1469.com","Banking","Subsidiary",23,"Warm","Commerical logistics and transportation company.",1634
"Test acc 147","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",22710,"MX","DHE010828K6A","MEXICO","MX-MX",0,"MX","MEMM501002F37","www.Test acc 147.com","Biotechnology","Other",452,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1635
"Test acc 1470","Prospect","The Landmark @ One Market","MEXICO","MX-MX",22785,"MX","CES081007NE0","MEXICO","MX-MX",0,"MX","MEMF570823715","www.Test acc 1470.com","Chemicals","Public",345,"Warm","World's third largest oil and gas company.",1636
"Test acc 1471","Customer - Direct","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",22830,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",0,"MX","MEMA780520H84","www.Test acc 1471.com","Communications","Private",2,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1637
"Test acc 1472","Customer - Channel","1301 Hoch Drive","MEXICO","MX-MX",22920,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",670,"MX","MEGV780829KA3","www.Test acc 1472.com","Construction","Subsidiary",345,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1638
"Test acc 1473","Channel Partner / Reseller","2 Place Jussieu","MEXICO","MX-MX",22930,"MX","1301 Hoch Drive","MEXICO","MX-MX",1000,"MX","MEGM650313FT5","www.Test acc 1473.com","Consulting","Other",1,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1639
"Test acc 1474","Installation Partner","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",23000,"MX","2 Place Jussieu","MEXICO","MX-MX",1020,"MX","MEE991001473","www.Test acc 1474.com","Education","Public",235,"Warm","Commerical logistics and transportation company.",1640
"Test acc 1475","Technology Partner","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-MX",23000,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",1030,"MX","MECS670104DC7","www.Test acc 1475.com","Electronics","Private",23,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1641
"Test acc 1476","Other","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",23000,"MX","Test acc 2157","MEXICO","MX-MX",1049,"MX","MEC0812084QA","www.Test acc 1476.com","Energy","Subsidiary",45,"Warm","World's third largest oil and gas company.",1642
"Test acc 1477","Prospect","525 S. Lexington Ave","MEXICO","MX-MX",23000,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",1050,"MX","MCP060517BR5","www.Test acc 1477.com","Engineering","Other",23,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1643
"Test acc 1478","Customer - Direct","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",23000,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",1210,"MX","MCO970116V29","www.Test acc 1478.com","Entertainment","Public",45,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1644
"Test acc 1479","Customer - Channel","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-MX",23000,"MX","DHE010828K6A","MEXICO","MX-MX",1280,"MX","MCO120903EM5","www.Test acc 1479.com","Environmental","Private",234,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1645
"Test acc 148","Channel Partner / Reseller","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MEXICO","MX-MX",23000,"MX","CES081007NE0","MEXICO","MX-MX",2000,"MX","MCO050822LP5","www.Test acc 148.com","Finance","Subsidiary",52,"Cold","Commerical logistics and transportation company.",1646
"Test acc 1480","Installation Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",23010,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",2300,"MX","MCO0410289C6","www.Test acc 1480.com","Food & Beverage","Other",436,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1647
"Test acc 1481","Technology Partner","The Landmark @ One Market","MEXICO","MX-MX",23010,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",2300,"MX","MCL100817NZ2","www.Test acc 1481.com","Government","Public",3,"Hot","World's third largest oil and gas company.",1648
"Test acc 1482","Other","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-MX",23020,"MX","1301 Hoch Drive","MEXICO","MX-MX",2420,"MX","MCI990602CK1","www.Test acc 1482.com","Healthcare","Private",456,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1649
"Test acc 1483","Prospect","1301 Hoch Drive","MEXICO","MX-MX",23020,"MX","2 Place Jussieu","MEXICO","MX-MX",2520,"MX","MCB980406J9A","www.Test acc 1483.com","Hospitality","Subsidiary",457,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1650
"Test acc 1484","Customer - Direct","2 Place Jussieu","MEXICO","MX-MX",23020,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",2600,"MX","MCB030428E2A","www.Test acc 1484.com","Insurance","Other",4,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1651
"Test acc 1485","Customer - Channel","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-MX",23040,"MX","Test acc 2157","MEXICO","MX-MX",2800,"MX","MCA890906JU2","www.Test acc 1485.com","Machinery","Public",6,"Hot","Commerical logistics and transportation company.",1652
"Test acc 1486","Channel Partner / Reseller","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-MX",23040,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",2840,"MX","MCA8906227R2","www.Test acc 1486.com","Manufacturing","Private",856,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",1653
"Test acc 1487","Installation Partner","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-MX",23056,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",2870,"MX","MCA1112071L3","www.Test acc 1487.com","Media","Subsidiary","Cold","World's third largest oil and gas company.",,1654
"Test acc 1488","Technology Partner","525 S. Lexington Ave","MEXICO","MX-MX",23060,"MX","DHE010828K6A","MEXICO","MX-MX",3000,"MX","MCA000308333","www.Test acc 1488.com","Not For Profit","Other",34,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",1655
"Test acc 1489","Other","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-MX",23060,"MX","CES081007NE0","MEXICO","MX-MX",3020,"MX","MBA0102022Y8","www.Test acc 1489.com","Recreation","Public",6,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",1656
"Test acc 149","Prospect","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-MX",23070,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-MX",3020,"MX","MAVS690731EBA","www.Test acc 149.com","Retail","Private",34,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",1657
